noise_type,beta,realization,skewness,kurtosis_raw,skewness_sq
White (β=0),0,80,0.03529074720377795,2.9423900534656138,0.0012454368382009613
White (β=0),0,81,-0.06070357107678279,2.9084903249684047,0.0036849235414740207
White (β=0),0,82,-0.03287319148192408,2.9537214926778943,0.0010806467182072458
White (β=0),0,83,0.030462002793387736,2.805047240671048,0.0009279336141843623
White (β=0),0,84,-0.11447408433690733,3.2621358813180197,0.01310431598477337
White (β=0),0,85,-0.06556610114979892,3.1565780149653766,0.004298913619985664
White (β=0),0,86,0.03925497109901534,3.0410233851866733,0.0015409527559845295
White (β=0),0,87,0.02734258988814332,2.936192068389417,0.0007476172217911973
White (β=0),0,88,-0.009663131080474657,3.0177205518689796,9.337610227843531e-05
White (β=0),0,89,-0.018306562597614488,2.8510092442281385,0.0003351302341403777
White (β=0),0,90,0.04115871816134461,2.8403952629637703,0.0016940400806849986
White (β=0),0,91,0.07397129435620699,3.046089623872006,0.00547175238873262
White (β=0),0,92,-0.03865207178509593,2.8261667724364297,0.0014939826532802088
White (β=0),0,93,-0.030972093449704433,2.898475483479517,0.0009592705726572242
White (β=0),0,94,0.05965623244249076,3.107983409056101,0.0035588660692324873
White (β=0),0,95,-0.07703904319245189,3.0155330440945702,0.005935014176008468
White (β=0),0,96,0.06340773650171497,3.0889462092221627,0.004020541048270917
White (β=0),0,97,-0.11770052863267697,2.9856027327904666,0.01385341444041161
White (β=0),0,98,-0.022768540669573255,2.8892045000791033,0.0005184064442220113
White (β=0),0,99,0.0021712440828226933,2.9140725878277376,4.714300867192558e-06
Pink (β=1),1,0,-0.08917068617295594,3.1254675782472767,0.007951411272555796
Pink (β=1),1,1,0.1727089458867533,2.7733477589417075,0.029828379989313484
Pink (β=1),1,2,-0.04902263890098512,2.8484612186948413,0.0024032191248163797
Pink (β=1),1,3,0.07684785477966113,2.764295374714594,0.005905592784235887
Pink (β=1),1,4,-0.055849484185404065,2.895624497508028,0.0031191648837756987
Pink (β=1),1,5,0.024749104610436404,2.8949152974432026,0.0006125181790183244
Pink (β=1),1,6,-0.11505725659113163,2.7228571459188085,0.013238172294277503
Pink (β=1),1,7,0.039539980976290745,2.8221121056912892,0.001563410095605434
Pink (β=1),1,8,0.006210482144654406,2.697397504987354,3.857008846907119e-05
Pink (β=1),1,9,0.03987684433070504,2.9732345345791074,0.0015901627137752828
Pink (β=1),1,10,0.0614366755311276,3.116860878692838,0.003774465100317053
Pink (β=1),1,11,0.22202845768003918,3.4524002224860286,0.04929663601977695
Pink (β=1),1,12,-0.2628893611608577,3.080027672085251,0.06911081621156388
Pink (β=1),1,13,-0.08309917332148982,2.9142370658875976,0.006905472606715006
Pink (β=1),1,14,0.11051054973020058,2.7949254900909373,0.012212581601671135
Pink (β=1),1,15,0.3261744508546681,2.843648997245517,0.1063897723903443
Pink (β=1),1,16,0.19358930631195997,2.8382795990429615,0.03747681951834587
Pink (β=1),1,17,-0.06602151572121923,2.8781453789840032,0.004358840538127197
Pink (β=1),1,18,0.09351621450330583,2.6234223989247667,0.008745282375028307
Pink (β=1),1,19,0.22192980785182204,2.9351053773583606,0.04925283961314665
Pink (β=1),1,20,0.16564456907722766,2.8165470273101603,0.027438123264780446
Pink (β=1),1,21,-0.12313731412773453,3.001424948152427,0.01516279813059237
Pink (β=1),1,22,-0.02149011047944092,2.958040209971701,0.0004618248484185765
Pink (β=1),1,23,0.10394703002114185,2.7471619630584834,0.010804985050216164
Pink (β=1),1,24,-0.15616645450391742,2.8574530767854456,0.02438796151232411
Pink (β=1),1,25,0.08567996970279457,2.6029471415363554,0.007341057208271795
Pink (β=1),1,26,0.12458478394379956,2.882510514236952,0.015521368390323215
Pink (β=1),1,27,0.007039876189899999,2.8816214160202294,4.9559856769120925e-05
Pink (β=1),1,28,0.08066157773760382,3.029632483048062,0.006506290123119505
Pink (β=1),1,29,0.026578444859357443,3.3259081417855647,0.0007064137311419041
Pink (β=1),1,30,0.3769389671153645,3.015472708272868,0.14208298492999785
Pink (β=1),1,31,0.09752433064275523,2.9990189398366383,0.009510995067317446
Pink (β=1),1,32,0.20305436239208471,2.96808465099569,0.041231074086456064
Pink (β=1),1,33,0.06553457904542045,2.7909205180908483,0.004294781050660462
Pink (β=1),1,34,0.08244358570968974,2.673346221234941,0.0067969448246709575
Pink (β=1),1,35,-0.1960846034810206,3.1209624989580886,0.03844917172230908
Pink (β=1),1,36,-0.16733208144713843,3.0000429506410806,0.02800002548143177
Pink (β=1),1,37,0.4738533950320915,3.1790524411965224,0.22453703998343935
Pink (β=1),1,38,-0.025855430415981574,2.7128735936808117,0.0006685032819956651
Pink (β=1),1,39,0.04456898206553655,2.7921258601907932,0.0019863941623581185
Pink (β=1),1,40,0.013144249937875253,2.733975723892138,0.0001727713064293336
Pink (β=1),1,41,-0.039355969147682114,2.9121028289718622,0.0015488923075533065
Pink (β=1),1,42,0.029482302253474982,3.249401009986983,0.000869206146165256
Pink (β=1),1,43,-0.021301089213485117,2.769901578151537,0.000453736401680852
Pink (β=1),1,44,-0.14431451597777306,2.958756340445353,0.020826679521898917
Pink (β=1),1,45,-0.08902161682912237,2.8853246235227297,0.007924848262871083
Pink (β=1),1,46,-0.2048898898355311,3.146193431141946,0.041979866956816075
Pink (β=1),1,47,-0.2470586237155696,2.9114609224022034,0.061037963552231414
Pink (β=1),1,48,0.2451826840446108,2.8218773200652127,0.06011454855531945
Pink (β=1),1,49,-0.452189577892982,3.168720712706706,0.20447541435503322
Pink (β=1),1,50,0.09132079635706125,2.592750774898456,0.008339487847287852
Pink (β=1),1,51,0.001754789784572778,2.792060331573372,3.0792871880409765e-06
Pink (β=1),1,52,0.18181898784776848,2.824595764983069,0.033058144341986985
Pink (β=1),1,53,0.20121385376515336,3.0865263941239234,0.040487014947024516
Pink (β=1),1,54,0.1813108136516875,2.9505993284872227,0.03287361114703695
Pink (β=1),1,55,0.027100056486100758,2.757857396842817,0.0007344130615498518
Pink (β=1),1,56,0.02686275776021563,3.186681606957172,0.0007216077544840251
Pink (β=1),1,57,-0.09613065029207235,2.506383378376499,0.00924110192557671
Pink (β=1),1,58,0.14329423255202625,2.74408958668574,0.02053323708267418
Pink (β=1),1,59,-0.04845972576403665,2.7621584824871896,0.002348345021125637
Pink (β=1),1,60,-0.0015283592345098785,3.3966404312308764,2.3358819497116216e-06
Pink (β=1),1,61,-0.05860043798582544,2.81694646839765,0.0034340113321305733
Pink (β=1),1,62,0.030772251538181167,2.4986490960732644,0.0009469314647290931
Pink (β=1),1,63,-0.17453567013668456,2.754366549308853,0.030462700150061563
Pink (β=1),1,64,-0.007395860048366899,3.0279554457770512,5.4698745855029624e-05
Pink (β=1),1,65,-0.10484825748388915,2.5961761627609325,0.010993157097407917
Pink (β=1),1,66,0.09573357430672275,2.829920560256235,0.009164917249540806
Pink (β=1),1,67,-0.0065889390654452285,2.5904504262184513,4.341411800815024e-05
Pink (β=1),1,68,0.013323888671987904,2.638128358269078,0.0001775260093435276
Pink (β=1),1,69,0.28629735242106125,3.279359572970923,0.08196617400330934
Pink (β=1),1,70,0.04984353218788891,2.8289062274110464,0.002484377700965118
Pink (β=1),1,71,0.15781220804406723,3.2813230311823127,0.024904693007743957
Pink (β=1),1,72,-0.08797550311195813,2.9176098122262006,0.007739689147802155
Pink (β=1),1,73,0.19895867003845377,2.946808321155874,0.03958455238347032
Pink (β=1),1,74,0.012671901369918028,2.7922148353176914,0.00016057708432893039
Pink (β=1),1,75,0.0716941180851727,3.2100986369118063,0.005140046568010688
Pink (β=1),1,76,0.042109349977763236,3.1756988119690703,0.0017731973555497487
Pink (β=1),1,77,0.24488339953240226,2.96212708160213,0.05996787936654615
Pink (β=1),1,78,-0.07152941280499435,2.800713199607307,0.0051164568962272896
Pink (β=1),1,79,0.18852468486997262,2.936207958608832,0.035541556805322484
Pink (β=1),1,80,-0.12920804337144362,3.1340617913473934,0.016694718471876854
Pink (β=1),1,81,0.07653769234705857,2.798628466960734,0.005858018349812987
Pink (β=1),1,82,-0.2584316765956124,2.9499896185416565,0.0667869314680192
Pink (β=1),1,83,0.09461570570105171,2.963618450284521,0.008952131765308029
Pink (β=1),1,84,-0.05362058393302443,2.878185740965067,0.0028751670213185174
Pink (β=1),1,85,0.16320398091286886,2.9938704480301763,0.026635539385808062
Pink (β=1),1,86,-0.08047144195112474,2.5515845423270176,0.006475652969693238
Pink (β=1),1,87,-0.12240532099879593,3.0892368824575227,0.014983062608818272
Pink (β=1),1,88,-0.03429176744626659,2.6620127135137417,0.001175925314588829
Pink (β=1),1,89,0.07264725389314344,3.2725775859964266,0.005277623498214845
Pink (β=1),1,90,0.10003400110804732,2.8760212737504176,0.010006801377684811
Pink (β=1),1,91,0.1597263511314599,3.174863904627744,0.025512507245770418
Pink (β=1),1,92,-0.019537743815129033,2.7715111012634708,0.0003817234333856128
Pink (β=1),1,93,-0.01935646480450044,3.24264450806801,0.00037467272972786423
Pink (β=1),1,94,0.06368556141841392,3.1217883588540536,0.004055850733178571
Pink (β=1),1,95,0.06661717750070081,2.913984138188108,0.004437848338159879
Pink (β=1),1,96,0.021452765845207524,3.071787683144953,0.0004602211624093025
Pink (β=1),1,97,-0.028949094244281878,3.163018478152901,0.0008380500575643141
Pink (β=1),1,98,0.013559344592561815,2.928718295434919,0.00018385582577983532
Pink (β=1),1,99,-0.19516605587192662,2.6192121243611073,0.038089789364603985
Red (β=2),2,0,0.22591150592284054,2.8719553818348933,0.05103600850832562
Red (β=2),2,1,-0.008522979525877357,2.332994852806939,7.264117999852463e-05
Red (β=2),2,2,0.22202667043523355,1.786842967620465,0.04929584238455581
Red (β=2),2,3,-0.13778226702244814,1.8189617676605254,0.018983953105845202
Red (β=2),2,4,-0.29475985643665337,2.0010071429177203,0.0868833729665565
Red (β=2),2,5,-0.021990824118282726,2.8913810544494085,0.00048359634540124524
Red (β=2),2,6,0.0381711035991101,1.9243598460520865,0.001457033149973996
Red (β=2),2,7,-0.7844332096925669,2.5381743348633945,0.6153354604685827
Red (β=2),2,8,-0.23171171062094595,1.935990792401848,0.053690316838885
Red (β=2),2,9,-0.22938786900453687,1.6226604758377547,0.05261879444644257
Red (β=2),2,10,0.21317882749824538,2.492472819133689,0.045445212493526656
Red (β=2),2,11,0.01746667689604316,2.33049291876752,0.0003050848017907679
Red (β=2),2,12,-0.34868524432057896,2.320295231604438,0.12158139960690184
Red (β=2),2,13,0.12870616865930454,1.8140393416607539,0.016565277850957346
Red (β=2),2,14,-0.31494561461067516,1.791715556631749,0.09919074016249592
Red (β=2),2,15,-0.8451443620498024,3.8015632548151235,0.7142689927045675
Red (β=2),2,16,-0.26285244057302387,2.1191756449194012,0.06909140551519505
Red (β=2),2,17,0.19743056109650478,2.308958575359432,0.038978826454880704
Red (β=2),2,18,-0.1344128978076805,2.4779924352141927,0.018066827097057963
Red (β=2),2,19,-0.5935570414887615,2.087428556198346,0.3523099615008914
Red (β=2),2,20,0.22323294089140347,1.9755478661195607,0.04983294589902484
Red (β=2),2,21,0.6308642710652294,2.3772066512088865,0.3979897285066632
Red (β=2),2,22,-0.24608274332417704,2.504304924536144,0.0605567165619528
Red (β=2),2,23,0.13239416547020544,1.582566173333204,0.01752821505055214
Red (β=2),2,24,0.4309577147662751,3.3871402823978554,0.1857245519165701
Red (β=2),2,25,0.1799164298808987,2.804610556430208,0.03236992174108834
Red (β=2),2,26,-0.21773685280564836,1.9369889576693635,0.04740933706970858
Red (β=2),2,27,-0.4026164331343506,2.174184639565592,0.162099992229827
Red (β=2),2,28,-0.25287606047806666,2.289484845166894,0.06394630196290682
Red (β=2),2,29,-0.6706750069886239,2.7758713568599407,0.44980496499919076
Red (β=2),2,30,-0.21231858979456786,2.5468975962137312,0.04507918357235397
Red (β=2),2,31,-0.11912022658677279,2.1887418760203,0.014189628382084091
Red (β=2),2,32,0.08991125739266172,2.6372073251251327,0.008084034205929467
Red (β=2),2,33,-0.24718041821827563,1.9831059798516448,0.061098159150561646
Red (β=2),2,34,-0.4055916602251104,1.9069298510366475,0.1645045948441614
Red (β=2),2,35,-0.32648178194120586,2.0349803531278927,0.1065903539395051
Red (β=2),2,36,0.14315959383511354,2.2540233773812646,0.02049466930703468
Red (β=2),2,37,-0.09447475634235043,1.9134418562639535,0.008925479585946484
Red (β=2),2,38,1.3528505717320816,4.1238746020882235,1.83020466943582
Red (β=2),2,39,-0.07516903516282646,2.242396457848515,0.00565038384731024
Red (β=2),2,40,0.5345309038185843,3.4551050289113774,0.2857232871371126
Red (β=2),2,41,0.14419225926347512,2.18998189942942,0.020791407631505228
Red (β=2),2,42,-0.6831675862898482,2.709205764790408,0.46671795095709717
Red (β=2),2,43,-0.439769398394719,2.1182070399736577,0.1933971237644531
Red (β=2),2,44,0.42530384525128406,2.822764678491248,0.1808833607855282
Red (β=2),2,45,-0.5310280088697504,2.897229419646614,0.28199074620417175
Red (β=2),2,46,-0.08798950219091706,2.5040355769683105,0.007742152495805398
Red (β=2),2,47,-0.14813934588152536,2.0645415398935634,0.021945265798206205
Red (β=2),2,48,0.7336970685509513,2.166553333810306,0.5383113884002593
Red (β=2),2,49,0.14850134570272958,1.8219775925531252,0.0220526496755216
Red (β=2),2,50,0.08515606265605324,2.412701357563102,0.007251555007081666
Red (β=2),2,51,0.29080447850027896,1.9532982715089653,0.08456724471581921
Red (β=2),2,52,0.32401192294144887,2.288873670993196,0.1049837262082154
Red (β=2),2,53,0.29949310080577685,1.9569983518804568,0.08969611743025921
Red (β=2),2,54,0.4171380446874205,2.5505540662177038,0.17400414832564443
Red (β=2),2,55,-0.1677633761437221,2.2589929614995823,0.02814455037513999
Red (β=2),2,56,0.9112630458477962,2.7116258402299955,0.8304003387278026
Red (β=2),2,57,0.22477166308155058,2.283704381541138,0.05052230052444609
Red (β=2),2,58,-0.5236379159113593,2.4081823443232566,0.27419666697999184
Red (β=2),2,59,-0.26830670387031386,1.9128514159106562,0.0719884873417523
Red (β=2),2,60,1.1759700707075627,3.7192016255405447,1.38290560719995
Red (β=2),2,61,-0.25822476334153277,2.2804022421601515,0.06668002840279061
Red (β=2),2,62,-0.10458998780946058,2.1820057086701237,0.010939065549983112
Red (β=2),2,63,0.1288116065530856,3.2477985747170597,0.016592429982786924
Red (β=2),2,64,0.0781892096260895,2.3136554117127566,0.006113552501952566
Red (β=2),2,65,0.32073152463972787,2.5399331232371343,0.10286871089772437
Red (β=2),2,66,-0.024987847752893887,2.090772562820457,0.000624392535321804
Red (β=2),2,67,-0.012556493946912712,1.6754316763386585,0.00015766554023885558
Red (β=2),2,68,-0.35783457655944195,2.1447861420387113,0.12804558418147513
Red (β=2),2,69,0.8791100431953606,2.9056453134614646,0.7728344680469488
Red (β=2),2,70,-0.31289210150701013,2.084377791996494,0.09790146718547313
Red (β=2),2,71,0.13636477181459955,1.7050953752768294,0.018595350992047805
Red (β=2),2,72,0.43459700542905816,2.0630142584427014,0.1888745571279048
Red (β=2),2,73,-0.5194351643083368,3.091205707139387,0.26981288992002883
Red (β=2),2,74,0.04508377428513644,2.9400906968572995,0.0020325467037931298
Red (β=2),2,75,-0.5088101191861114,2.751018823796368,0.2588877373861849
Red (β=2),2,76,-0.9032102472913645,3.6704968986205904,0.8157887508121278
Red (β=2),2,77,0.4704271849434806,3.122551862957724,0.22130173633384773
Red (β=2),2,78,0.37446023876631424,2.2344557870999866,0.14022047041692506
Red (β=2),2,79,-0.46798931226908674,2.6454392970447977,0.2190139963980928
Red (β=2),2,80,0.06402439917490785,2.4534882090850325,0.004099123689707941
Red (β=2),2,81,0.3407715971891344,1.7149644928261187,0.11612528145083369
Red (β=2),2,82,0.013871952819548485,1.7628417971609829,0.00019243107502777914
Red (β=2),2,83,-0.07201395489173146,1.9310732675541407,0.005186009699148333
Red (β=2),2,84,-0.6612888943827495,3.0410323504961365,0.43730300183395926
Red (β=2),2,85,-0.3086757072823115,2.102204092860894,0.09528069226623524
Red (β=2),2,86,0.45735082019384915,2.054002104912383,0.20916977273198653
Red (β=2),2,87,0.15450810652212418,2.141283279326247,0.023872754981052072
Red (β=2),2,88,-0.4418314175163004,2.375179920662861,0.19521500150446336
Red (β=2),2,89,0.41732863528164926,1.9095183829391227,0.17416318982604384
Red (β=2),2,90,0.6014163996007312,3.329828585211053,0.3617016857087064
Red (β=2),2,91,0.2829594962774739,1.9134169883768959,0.08006607653360177
Red (β=2),2,92,-0.6235366916511619,2.1966781259799406,0.38879800583527613
Red (β=2),2,93,-0.5137799594684159,2.040300265808931,0.2639698467513671
Red (β=2),2,94,-0.1878210743245424,2.120052368291621,0.03527675596042528
Red (β=2),2,95,-0.04979900024522098,2.2317278896565638,0.0024799404254235193
Red (β=2),2,96,0.49702931378061654,2.7111377529806004,0.24703813875723057
Red (β=2),2,97,0.4220505460642774,2.541455200916239,0.17812666343315472
Red (β=2),2,98,-0.30533146305964104,2.0646166731945574,0.09322730233414094
Red (β=2),2,99,-1.2094084669298908,4.730982805979239,1.4626688398817087
